Name,Age,Party,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5
田中久弥,60,5,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0
田村麻美,43,5,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,5.0
中沢健,64,5,3.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0
浜野喜史,58,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
姫井由美子,60,5,4.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0
藤川武人,50,5,1.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
円より子,72,5,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0
山下容子,60,5,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,4.0
小池晃,59,6,4.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
山下芳生,59,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
紙智子,64,6,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,5.0,,5.0,1.0,1.0,4.0,5.0,,5.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
井上哲士,61,6,5.0,5.0,5.0,5.0,2.0,2.0,5.0,,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,,5.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
仁比聡平,55,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
梅村早江子,55,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
椎葉寿幸,42,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
青山了介,44,6,5.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
有坂ちひろ,44,6,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
伊藤達也,36,6,5.0,5.0,4.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
伊藤理智子,58,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
大野聖美,34,6,5.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
鎌野祥二,51,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
小久保剛志,44,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
佐藤ちひろ,39,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
島袋恵祐,32,6,5.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
下奥奈歩,32,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
住寄聡美,36,6,5.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0
田辺健一,38,6,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
沼上徳光,33,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
原純子,54,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
藤本友里,40,6,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,,1.0,,5.0,5.0,1.0,1.0,,5.0,1.0,5.0,5.0,5.0,,5.0,5.0,1.0,3.0,,,5.0,5.0,5.0,5.0,5.0
舩山由美,51,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0
松崎真琴,61,6,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
山本千代子,70,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0
山本訓子,33,6,5.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
室井邦彦,72,7,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,,,,,4.0,1.0,2.0,1.0,5.0
藤巻健史,69,7,1.0,3.0,2.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,,,,,5.0,1.0,2.0,1.0,5.0
山口和之,63,7,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,,,,,3.0,2.0,2.0,2.0,5.0
鈴木宗男,71,7,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0
梅村聡,44,7,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0
柴田巧,58,7,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,,,,,4.0,1.0,2.0,1.0,5.0
空本誠喜,55,7,3.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0
荒木大樹,48,7,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0
岩渕美智子,63,7,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
奥田真理,36,7,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
桑原久美子,33,7,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0
森口あゆみ,54,7,3.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0
柳ケ瀬裕文,44,7,1.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0
吉田忠智,63,9,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
仲村未央,47,9,5.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
大椿裕子,45,9,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
矢野敦子,51,9,5.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
舩後靖彦,61,10,5.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0
木村英子,54,10,5.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0
山本太郎,44,10,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0
蓮池透,64,10,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
三井義文,62,10,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
辻村千尋,51,10,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0
大西恒樹,55,10,5.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
渡辺照子,60,10,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
釈量子,49,11,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0
松島弘典,62,11,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0
及川幸久,59,11,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0
立花孝志,51,13,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
浜田聡,42,13,1.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0
岡本介伸,48,13,3.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0
熊丸英治,49,13,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
伊藤恵子,72,12,5.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
林紘義,80,12,5.0,5.0,5.0,4.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
菊池里志,77,12,5.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
吉村二三男,65,12,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
黒川敦彦,40,15,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0
天木直人,72,15,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0
小川学,56,15,3.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0
若林亜紀,53,15,4.0,4.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0
佐野秀光,48,16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
